id,description,slug,published,title,category,image_front,cat_title,occasion,recipient,tone
94.0,"<p>All teachers deserve something amazing for all the time and effort they put in to helping you
grow. Surprise them with a little self-care gift; a Thyaga Voucher that helps them get everything
they need to refuel and indulge in! <br>
Whether it's some much-needed books and stationery, a wearable and capable watch, or a
sharp pair of eyeglasses, a Thyaga Voucher offers them the finest local and international
offerings, from over 150 Merchants.<br>
Be the reason your teachers smile today. </p>",thank-you-mentor-teacher,available,Teachers' Day,Thank you,https://thyaga0323.sirv.com/Images/voucher-products/thank-you/03-front.png,"A small card that says big, heartfelt thanks, stylishly.","Thank you, Thank, Grateful","Mentor, Teacher",Grateful
95.0,"<p>Show your appreciation for your favorite teacher with Thyaga gift vouchers, valid at over 90 merchants!
Give the Gift of Choice as they can shop from a range of bookshops, fashion outlets, restaurants,
medical, hotels and more. In addition, Thyaga vouchers allow partial redemption which means they can
redeem the value of their choice at each merchant!</p>",teachers-day-22,unavailable,Teachers' Day Gift Card,Teachers' Day,https://thyaga0323.sirv.com/Images/voucher-products/teachersday/front-01.png,,Teachers' Day,,
96.0,"<p>Give the gift of endless possibilities with a Thyaga Kids Gift Voucher! </br>
Let their dreams take flight as they explore a world of toys, games, books, and experiences. With the freedom to choose their own special surprise, it's a gift that makes every imagination come alive!</p>",kids_22,available,Kids Gift Card,Other,https://thyaga0323.sirv.com/Images/voucher-products/childrensday/front-01.png,,,,
97.0,"<p>There's something about a cup of refreshingly warm coffee that relaxes and rejuvenates you.
<br>
Spread some joy in the world by gifting someone the opportunity to grab one on-the-go, on you!<br>
Whether they're worn out from work or love coffees in general, they'll surely be thanking you
from the bottom of their hearts when they take that first mouthwatering sip! </p>",have-a-cup,available,Have a Cup on Me Gift Card,Other,https://thyaga0323.sirv.com/Images/voucher-products/cup_on_me/front-01.png,,,,
122.0,"<p>Break out the lights, colours and presents. Diwali calls for all things happy and bright - and with
this Multi-Store Voucher, there's sure to be bright smiles all around! <br>
Whether it's a brand-new dress for your mom, the latest headphones for your brother, or a
wonderful book for your aunt, show your loved ones how much you care by letting them get
their favourite items. Happy Diwali shopping!
</p>",diwali,unavailable,Diwali Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/diwali/01-font.png,,,,
123.0,"<p>Tough day at work but your friend had your back all the way through? Show how much you
appreciate them by treating them to some of the little luxuries of life! <br>
From brand new workwear that stuns, to fresh cups of coffee that helps them power through a
project, a Thyaga Voucher will help upgrade your coworker's lifestyle in over 100 ways - and
perhaps more than you may even know!</p>
",team-mate-appreciate,unavailable,Employee Appreciation Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/thank-you/02-front.png,,,,
124.0,"<p> Trick or Treat. or just treat! </br>
Our limited-edition Halloween voucher design brings a spooky twist to gifting season. Whether it's for a friend, colleague, or your favorite ghost, send them a gift that's equal parts fun and fright, only from Thyaga. </p>",halloween,unavailable,Halloween Trick or Treat?,Halloween,https://thyaga0323.sirv.com/Images/voucher-products/halloween/03-front.png,,Halloween,,
125.0,"<p>Another blissful year together is always cause for celebration - and what better way to
celebrate your anniversary than indulging your better half in everything they love? <br>
From elegant dresses or statement shirts to coveted books or luxury watches; they choose it,
you buy it. Here's to elevating your gift game with a present you absolutely can't go wrong with. <br>
P.S: If your significant other loves to shop, you also win brownie points for knowing them so
well!
</p>",anniversary-gift-card,available,Happy Anniversary Gift Card,Other,https://thyaga0323.sirv.com/Images/voucher-products/anniversary/01-front.png,,,,
133.0,"<p>Whether they've been naughty or nice, they sure do deserve a few delights! <br>
Christmas is a time of giving and receiving. And what better way to make a list and check it twice
than a Thyaga Voucher that lets them fill their own stockings with all they've wanted all year? <br>
Grab your cart and get merry. Santa doesn't have to be the only greatest gifter in town.
</p>",secret-santa-2024,unavailable,Christmas Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/christmas/2024/front-01.png,,,,
134.0,"<p>More the merrier this Christmas, A Thyaga gift voucher is the perfect gift for your loved ones!</p>
Give your loved ones the gift of choice where they can use this Thyaga voucher to shop over 80 brands.",seasons-greetings-2023,unavailable,Season's Greetings Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/christmas/2023/5%20Front.png,,,,
135.0,"<p>Celebrate the arrival of the newest bundle of joy with Thyaga Voucher! Our specially curated collection for newborns offers the perfect gift for the growing family. </br>
Whether it's baby gear or self-care indulgences for tired parents, our vouchers ensure everyone feels appreciated and cared for during this special time. Find the perfect gift to cherish these precious moments together!
Welcome the little one with love and happiness - explore our collection today!</p>",new-born,available,New Born Gift Card,New Born,https://thyaga0323.sirv.com/Images/voucher-products/newborn/front-01.png,"Celebrate the arrival of the newest bundle of joy with Thyaga Voucher! Our specially curated collection for newborns offers the perfect gift for the growing family. Whether it's baby gear or self-care indulgences for tired parents, our vouchers ensure everyone feels appreciated and cared for during this special time. Find the perfect gift to cherish these precious moments together! Welcome the little one with love and happiness – explore our collection today!","New Born, Child birth","New Born, Parents",General
137.0,"<p>More the merrier this Christmas, A Thyaga gift voucher is the perfect gift for your loved ones!</p>
Give your loved ones the gift of choice where they can use this Thyaga voucher to shop over 80 brands.",christmas-love-2022,unavailable,2022 Christmas to Ewe Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/christmas/2022/front-07.png,,,,
169.0,"<p>Thyaga multi-store gift voucher is the perfect gift for any occasion!</p>
Give your loved ones the gift of choice where they can use this Thyaga voucher to shop at over 150 merchants!",good_job_darkblue,available,Good Job Gift Card,Congratulations,https://thyaga0323.sirv.com/Images/voucher-products/good_job/front-01.png,"Whether it's a win or milestone, celebrate in style.",Congratulation,Anyone,General
171.0,"<p>This Valentine's Day, go beyond traditional gifts and surprise your loved one with something truly meaningful. A Thyaga gift card is more than just a present - it's a world of possibilities wrapped in love. Whether they're dreaming of something special or excited to explore new options, your gift offers them the freedom to choose exactly what brings them joy.</p>",you&i,available,Valentine's Day,Valentines,https://thyaga0323.sirv.com/Images/voucher-products/valentines/13-front.png,,Valentines,"Partner, Lover, Girlfriend, Boyfriend, Husband, Wife",Romantic
176.0,"<p>The best Islamic gifts are always something that is useful or beneficial to the recipient. 
Thyaga is the perfect gift for the occasion that lets them shop at over 100 Merchants for any amount for absolutely anything they want!
</p>
",ramadan-iftar,unavailable,Ramadan Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/Ramadan_Iftar/front-01.png,,,,
180.0,"<p>Stay close to your loved ones this Avurudu.
Surprise your loved ones this Avurudu with the most unique gift card and give them the freedom to shop across 140 brands.</p>
",avurudu-third_space_global,unavailable,2023 Sinhala & Tamil Avurudu Gift Card,tsg,https://thyaga0323.sirv.com/Images/voucher-products/thirdspaceglobal/front-01.png,,,,
185.0,"<p>Still wondering what to get for someone? Wrap up your guess list. The perfect present doesn't
need to be flashy or way out of budget - it just needs to be exactly <b>what they want.</b><br>
Give your loved ones a Thyaga Multi-Store Voucher, and give them the gift of choice. With over
150 Merchants (and counting) to shop from, and over 14 categories to choose from, your loved
one will not only be spoilt for choice - but can redeem any part of the total Voucher amount at
different Merchants! </p>",jxg,available,JxG Super Market Gift Card,,https://thyaga0323.sirv.com/Images/voucher-products/multi-store-front.png,,,,
186.0,"<p> Make their special day even brighter! The Best Wishes Voucher is your go-to gift for any occasion, giving them the freedom to choose what they truly love. Unlimited options, endless smiles and your heartfelt best wishes wrapped in one perfect card.
</p>",bestwishes,available,Wishing the Best Gift Card,Best Wishes,https://thyaga0323.sirv.com/Images/voucher-products/bestwishes/front-01.png,Just checking in? Say it better with a voucher.,Best Wishes,Anyone,WIsh
189.0,"<p>Mend fences with Thyaga Voucher's ""Sorry"" gift voucher. <br>
Sometimes, a heartfelt apology speaks volumes, and what better way to express it than with the gift of choice? 
Let them know you value their forgiveness by giving them the freedom to choose their own special something. </p>",Sorry,available,Sorry Gift Card,Other,https://thyaga0323.sirv.com/Images/voucher-products/sorry/front-01.png,,,,
,"Make your gift unforgettable - because love should always come with a laugh!</p>""",154-bus,available,Sri Lankan Pick Up Line Gift Card,Sri Lankan Pick Up Line Series,https://thyaga0323.sirv.com/Images/voucher-products/valentines/11-front.png,"Flirt the Lankan way with love, laughs, and gifting.","Sri Lankan Pick Up Line Series, Pick Up Line, Flirty, Love, Valentine","Partner, Lover, Girlfriend, Boyfriend, Husband, Wife","Romantic, Flirty, Playful"
217.0,"<p>Get ready to sprinkle some birthday magic!<br>
Birthdays are all about love, laughter, and making wishes come true. With a Thyaga Voucher you're not just giving a gift - you're giving them the power to pick their own special surprise!<br>
Add a dash of personal touch with a heartfelt message before you send it off. </p>
",birthday-yellow,available,Birthday Gift Card,Birthday,https://thyaga0323.sirv.com/Images/voucher-products/birthday/01-front.png,"Birthdays made better with gifts they actually want, finally.",Birthday,Anyone,General
218.0,"<p>Get ready to sprinkle some birthday magic!<br>
Birthdays are all about love, laughter, and making wishes come true. With a Thyaga Voucher you're not just giving a gift - you're giving them the power to pick their own special surprise!<br>
Add a dash of personal touch with a heartfelt message before you send it off. </p>
",birthday-pink,available,Birthday Gift Card,Birthday,https://thyaga0323.sirv.com/Images/voucher-products/birthday/03-front.png,"Birthdays made better with gifts they actually want, finally.",Birthday,Anyone,General
219.0,"<p>Get ready to sprinkle some birthday magic!<br>
Birthdays are all about love, laughter, and making wishes come true. With a Thyaga Voucher you're not just giving a gift - you're giving them the power to pick their own special surprise!<br>
Add a dash of personal touch with a heartfelt message before you send it off. </p>
",birthday-purple,available,Birthday Gift Card,Birthday,https://thyaga0323.sirv.com/Images/voucher-products/birthday/02-front.png,"Birthdays made better with gifts they actually want, finally.",Birthday,Anyone,General
220.0,"<p>Get ready to sprinkle some birthday magic!<br>
Birthdays are all about love, laughter, and making wishes come true. With a Thyaga Voucher you're not just giving a gift - you're giving them the power to pick their own special surprise!<br>
Add a dash of personal touch with a heartfelt message before you send it off. </p>
",birthday-cupcake,available,Birthday Gift Card,Birthday,https://thyaga0323.sirv.com/Images/voucher-products/birthday/04-front.png,"Birthdays made better with gifts they actually want, finally.",Birthday,Anyone,General
221.0,"<p>Get ready to sprinkle some birthday magic!<br>
Birthdays are all about love, laughter, and making wishes come true. With a Thyaga Voucher you're not just giving a gift - you're giving them the power to pick their own special surprise!<br>
Add a dash of personal touch with a heartfelt message before you send it off. </p>
",birthday-mom,available,Birthday Gift Card,Birthday,https://thyaga0323.sirv.com/Images/voucher-products/birthday/hbd-mom-01-front.png,"Birthdays made better with gifts they actually want, finally.",Birthday,"Mom, Mother",General
222.0,"<p> Get ready to celebrate in style with Thyaga Voucher's ""Congratulations"" gift voucher! <br>
Whether they aced that exam, nailed that presentation, or reached a major milestone, this card is the perfect way to say congratulations! <br> 
Let them choose their own reward from our fantastic selection, ensuring their success is celebrated with a touch of fun and flair. 
Here's to cheering on their achievements and spreading the joy together!
</p>",congrats-02,available,Congratulations Gift Card,Congratulations,https://thyaga0323.sirv.com/Images/voucher-products/congratulations/low-res-01-front.png,"Whether it's a win or milestone, celebrate in style.",Congratulation,Anyone,General
224.0,"<p>Moving up the academic ladder deserves special praise from loved ones, and we've got just the
gift for the occasion! <br>
Celebrate their hard work and commitment - by letting them shop for everything they've
secretly wanted for a while! From novelty books to collectibles and fashion, nothing screams
I'm Proud Of You"" more than a gift that shows how much you care about them.</p>""",graduation- smartypants,available,Graduation Gift Card,Congratulations,https://thyaga0323.sirv.com/Images/voucher-products/graduation/02-front.png,"Whether it's a win or milestone, celebrate in style.",Congratulation,Graduate,General
228.0,"<p>Moving up the academic ladder deserves special praise from loved ones, and we've got just the
gift for the occasion! <br>
Celebrate their hard work and commitment - by letting them shop for everything they've
secretly wanted for a while! From novelty books to collectibles and fashion, nothing screams
I'm Proud Of You"" more than a gift that shows how much you care about them.</p>""",graduation- 3,available,Graduation Gift Card,Congratulations,https://thyaga0323.sirv.com/Images/voucher-products/graduation/01-front.png,"Whether it's a win or milestone, celebrate in style.",Congratulation,Graduate,General
229.0,"<p>Saying goodbye is never easy, but with Thyaga Voucher, you can make it memorable! </br>
Explore our farewell collection and give the gift of choice to your departing colleague or friend. 
From heartfelt messages to customise themes, our vouchers offer the perfect way to send them off with love and appreciation. Browse now and make their farewell truly special!</p>",farewell-2,available,Farewell Gift Card,Farewell,https://thyaga0323.sirv.com/Images/voucher-products/farewell/02-front.png,"Parting is sweet, especially with a thoughtful Thyaga voucher.",Farewell,"Co worker, Colleague",General
231.0,"<p>Saying goodbye is never easy, but with Thyaga Voucher, you can make it memorable! </br>
Explore our farewell collection and give the gift of choice to your departing colleague or friend. 
From heartfelt messages to customise themes, our vouchers offer the perfect way to send them off with love and appreciation. Browse now and make their farewell truly special!</p>",farewell-3,available,Farewell Gift Card,Farewell,https://thyaga0323.sirv.com/Images/voucher-products/farewell/03-front.png,"Parting is sweet, especially with a thoughtful Thyaga voucher.",Farewell,"Co worker, Colleague",General
233.0,"<p>Saying goodbye is never easy, but with Thyaga Voucher, you can make it memorable! </br>
Explore our farewell collection and give the gift of choice to your departing colleague or friend. 
From heartfelt messages to customise themes, our vouchers offer the perfect way to send them off with love and appreciation. Browse now and make their farewell truly special!</p>",farewell-4,available,Farewell Gift Card,Farewell,https://thyaga0323.sirv.com/Images/voucher-products/farewell/04-front.png,"Parting is sweet, especially with a thoughtful Thyaga voucher.",Farewell,"Co worker, Colleague",General
235.0,"<p>Say I Love You With More Than Just Words! <br> Surprise a loved one this Valentines Day with the most unique gift card and give them the freedom to shop across 120+ brands.</p>
Happy Valentine's Day!",lego,unavailable,2024 Valentine's Standard Gift Card,Valentines,https://thyaga0323.sirv.com/Images/voucher-products/valentines/01-front.png,,Valentines,,
236.0,"<p>For the one who drives your heart crazy! This fun and quirky voucher says it all. Give them the freedom to choose and make your love ride extra special!
</p>",tuk-tuk,available,Lovebird Gift Card,Lovebirds,https://thyaga0323.sirv.com/Images/voucher-products/valentines/03-front.png,"For soulmates, situationships, or spicy just because 'surprises.'","Lovebirds, Love, Valentine","Partner, Lover, Girlfriend, Boyfriend, Husband, Wife","Romantic, Flirty, Playful"
238.0,"<p>Paw-sitively adorable! This voucher is perfect for the one who makes your heart wag with joy. Gift them choice, love, and a little bit of spotted magic!</p>",special-spot,available,Lovebird Gift Card,Lovebirds,https://thyaga0323.sirv.com/Images/voucher-products/valentines/04-front.png,"For soulmates, situationships, or spicy just because 'surprises.'","Lovebirds, Love, Valentine","Partner, Lover, Girlfriend, Boyfriend, Husband, Wife",Romantic
239.0,"<p>Say I Love You With More Than Just Words! <br> Surprise a loved one this Valentines Day with the most unique gift card and give them the freedom to shop across 120+ brands.</p>
Happy Valentine's Day!",moon&back,unavailable,2024 Valentine's Standard Gift Card,Valentines,https://thyaga0323.sirv.com/Images/voucher-products/valentines/05-front.png,,Valentines,,
241.0,"<p>Say it your way with love, laughter and a touch of charm! These romantic vouchers are the sweetest way to turn feelings into unforgettable surprises!</p>
",i-love-you-more,unavailable,Lovebird Gift Card,Lovebirds,https://thyaga0323.sirv.com/Images/voucher-products/valentines/06-front.png,"For soulmates, situationships, or spicy just because 'surprises.'","['Lovebirds', 'Love', 'Valentine']",,
242.0,"<p>Say I Love You With More Than Just Words! <br> Surprise a loved one this Valentines Day with the most unique gift card and give them the freedom to shop across 120+ brands.</p>
Happy Valentine's Day!",owl,unavailable,2024 Valentine's Standard Gift Card,Valentines,https://venexpat.sirv.com/Images/valentines/front-01.png,,Valentines,,
,"Make your gift unforgettable - because love should always come with a laugh!</p>""",tuk,available,Sri Lankan Pick Up Line Gift Card,Sri Lankan Pick Up Line Series,https://thyaga0323.sirv.com/Images/voucher-products/valentines/07-front.png,"Flirt the Lankan way with love, laughs, and gifting.","Sri Lankan Pick Up Line Series, Pick Up Line, Flirty, Love, Valentine","Partner, Lover, Girlfriend, Boyfriend, Husband, Wife","Romantic, Flirty, Playful"
,"Make your gift unforgettable - because love should always come with a laugh!</p>""",tikiriliya,available,Sri Lankan Pick Up Line Gift Card,Sri Lankan Pick Up Line Series,https://thyaga0323.sirv.com/Images/voucher-products/valentines/08-front.png,"Flirt the Lankan way with love, laughs, and gifting.","Sri Lankan Pick Up Line Series, Pick Up Line, Flirty, Love, Valentine","Partner, Lover, Girlfriend, Boyfriend, Husband, Wife","Romantic, Flirty, Playful"
,"Make your gift unforgettable - because love should always come with a laugh!</p>""",cheese-kottu,available,Sri Lankan Pick Up Line Gift Card,Sri Lankan Pick Up Line Series,https://thyaga0323.sirv.com/Images/voucher-products/valentines/09-front.png,"Flirt the Lankan way with love, laughs, and gifting.","Sri Lankan Pick Up Line Series, Pick Up Line, Flirty, Love, Valentine","Partner, Lover, Girlfriend, Boyfriend, Husband, Wife","Romantic, Flirty, Playful"
